lat,lon,tree_cover_2000_pct,elevation_m,slope_deg,dist_to_road_km,dist_to_deforestation_frontier_km,protected_area,population_density_per_km2,annual_loss_rate_pct,exg_change_2018_2019,high_risk,loss_year
15.56,121.33999999999992,68.1,0.0,0.0,5.05,2.14,0,30.2,0.15,0.3012,0,0
15.56,121.35999999999991,83.7,0.0,0.0,6.99,4.28,0,24.9,0.15,0.4552,0,0
15.56,121.37999999999992,69.3,0.0,0.0,8.86,6.43,0,20.6,0.15,0.4044,0,0
15.56,121.39999999999992,50.7,0.0,0.0,10.48,8.57,0,17.5,0.15,0.3505,0,0
15.56,121.41999999999992,85.7,0.0,0.0,11.89,6.8,0,15.2,0.15,0.4864,0,0
15.56,121.43999999999993,63.4,0.0,0.0,10.79,4.83,0,17.0,0.15,-0.1349,0,0
15.56,121.45999999999992,62.5,0.0,0.0,8.7,3.09,0,20.9,0.15,0.3649,0,0
15.56,121.4799999999999,77.0,0.0,0.0,6.63,2.22,0,25.8,0.15,0.1588,0,0
15.56,121.4999999999999,60.6,0.0,0.0,4.64,3.09,0,31.4,0.15,0.2656,0,0
15.56,121.5199999999999,92.5,0.0,0.0,2.87,4.83,0,37.5,0.15,0.2502,0,0
15.579999999999998,121.15999999999995,48.2,0.0,0.0,0.21,12.35,0,49.0,0.15,0.07,0,0
15.579999999999998,121.17999999999996,48.3,0.0,0.0,0.11,10.94,0,49.5,0.15,0.1306,0,0
15.579999999999998,121.25999999999996,79.2,0.0,0.0,2.31,3.09,0,39.7,0.15,0.2963,0,0
15.579999999999998,121.27999999999994,63.7,0.0,0.0,4.31,2.22,0,32.5,0.15,0.2577,0,0
15.579999999999998,121.29999999999994,76.9,0.0,0.0,4.61,3.09,0,31.5,0.15,0.1724,0,0
15.579999999999998,121.31999999999994,68.1,0.0,0.0,5.21,2.22,0,29.7,0.15,0.1548,0,0
15.579999999999998,121.33999999999992,83.7,0.0,0.0,6.44,3.09,0,26.3,0.15,0.117,0,0
15.579999999999998,121.35999999999991,69.3,0.0,0.0,8.06,4.83,0,22.3,0.15,0.5155,0,0
15.579999999999998,121.37999999999992,50.7,0.0,0.0,9.87,6.8,0,18.6,0.15,0.246,0,0
15.579999999999998,121.39999999999992,85.7,0.0,0.0,10.13,8.57,0,18.2,0.15,0.1882,0,0
15.579999999999998,121.41999999999992,63.4,0.0,0.0,9.68,6.43,0,19.0,0.15,0.2208,0,0
15.579999999999998,121.43999999999993,62.5,0.0,0.0,9.69,4.28,0,19.0,0.15,-0.25,0,0
15.579999999999998,121.45999999999992,77.0,0.0,0.0,8.46,2.14,0,21.5,0.15,0.0163,0,0
15.579999999999998,121.4799999999999,60.6,0.0,0.0,6.32,0.0,0,26.6,0.58,0.2829,0,5
15.579999999999998,121.4999999999999,92.5,0.0,0.0,4.18,2.14,0,32.9,0.15,0.3656,0,0
15.579999999999998,121.5199999999999,86.8,0.0,0.0,2.04,3.09,0,40.8,0.15,0.2211,0,0
15.599999999999998,121.23999999999997,79.2,0.0,0.0,1.49,4.28,0,43.1,0.15,0.5384,0,0
15.599999999999998,121.25999999999996,63.7,0.0,0.0,3.61,2.14,0,34.8,0.15,0.3874,0,0
15.599999999999998,121.27999999999994,70.0,0.0,0.0,5.06,0.0,0,30.1,0.58,0.2176,0,16
15.599999999999998,121.29999999999994,68.1,0.0,0.0,5.96,2.14,0,27.6,0.15,0.2202,0,0
15.599999999999998,121.31999999999994,83.7,0.0,0.0,7.25,2.22,0,24.2,0.15,0.3482,0,0
15.599999999999998,121.33999999999992,69.3,0.0,0.0,8.21,3.09,0,22.0,0.15,0.3289,0,0
15.599999999999998,121.35999999999991,50.7,0.0,0.0,9.27,4.83,0,19.8,0.15,0.1914,0,0
15.599999999999998,121.37999999999992,85.7,0.0,0.0,8.7,6.8,0,20.9,0.15,0.4232,0,0
15.599999999999998,121.39999999999992,63.4,0.0,0.0,7.96,8.85,0,22.6,0.15,0.0759,0,0
15.599999999999998,121.41999999999992,62.5,0.0,0.0,7.47,6.8,0,23.7,0.15,0.2035,0,0
15.599999999999998,121.43999999999993,77.0,0.0,0.0,7.48,4.83,0,23.7,0.15,0.1227,0,0
15.599999999999998,121.45999999999992,60.6,0.0,0.0,8.03,3.09,0,22.4,0.15,0.4082,0,0
15.599999999999998,121.4799999999999,92.5,0.0,0.0,6.76,2.22,0,25.4,0.15,-0.2195,0,0
15.599999999999998,121.4999999999999,86.8,0.0,0.0,4.82,3.09,0,30.9,0.15,0.1921,0,0
15.599999999999998,121.5199999999999,56.5,0.0,0.0,3.16,2.14,0,36.5,0.15,0.2854,0,0
15.599999999999998,121.53999999999988,70.0,0.0,0.0,1.64,0.0,0,42.4,0.58,0.1798,0,7
15.599999999999998,121.55999999999987,71.9,0.0,0.0,0.53,2.14,0,47.4,0.15,0.6071,0,0
15.619999999999996,121.21999999999996,79.2,0.0,0.0,0.35,6.8,0,48.3,0.15,0.3215,0,0
15.619999999999996,121.23999999999997,63.7,0.0,0.0,2.42,4.83,0,39.3,0.15,0.2389,0,0
15.619999999999996,121.25999999999996,76.9,0.0,0.0,2.81,3.09,0,37.8,0.15,0.4064,0,0
15.619999999999996,121.29999999999994,83.7,0.0,0.0,4.31,2.14,0,32.5,0.15,0.2151,0,0
15.619999999999996,121.31999999999994,69.3,0.0,0.0,5.63,0.0,0,28.5,0.58,0.1146,0,16
15.619999999999996,121.33999999999992,50.7,0.0,0.0,6.71,2.14,0,25.6,0.15,0.2215,0,0
15.619999999999996,121.35999999999991,85.7,0.0,0.0,7.16,4.28,0,24.4,0.15,0.2831,0,0
15.619999999999996,121.37999999999992,63.4,0.0,0.0,6.68,6.43,0,25.6,0.15,0.0669,0,0
15.619999999999996,121.39999999999992,62.5,0.0,0.0,5.81,8.57,0,28.0,0.15,0.31,0,0
15.619999999999996,121.41999999999992,77.0,0.0,0.0,5.28,7.82,0,29.5,0.15,0.244,0,0
15.619999999999996,121.43999999999993,60.6,0.0,0.0,5.29,6.18,0,29.5,0.15,0.1926,0,0
15.619999999999996,121.45999999999992,92.5,0.0,0.0,6.01,4.94,0,27.4,0.15,0.1185,0,0
15.619999999999996,121.4799999999999,86.8,0.0,0.0,6.23,4.45,0,26.8,0.15,0.3237,0,0
15.619999999999996,121.4999999999999,56.5,0.0,0.0,5.76,4.83,0,28.1,0.15,-0.118,0,0
15.619999999999996,121.5199999999999,82.1,0.0,0.0,3.71,3.09,0,34.5,0.15,0.1945,0,0
15.619999999999996,121.53999999999988,71.9,0.0,0.0,1.85,2.22,0,41.6,0.15,0.3159,0,0
15.619999999999996,121.55999999999987,57.6,0.0,0.0,0.66,3.09,0,46.8,0.15,0.2462,0,0
15.639999999999995,121.21999999999996,63.7,0.0,0.0,1.01,7.81,0,45.2,0.15,0.3165,0,0
15.639999999999995,121.25999999999996,68.1,0.0,0.0,0.67,4.94,0,46.8,0.15,0.2183,0,0
15.639999999999995,121.27999999999994,83.7,0.0,0.0,1.3,4.45,0,43.9,0.15,0.3841,0,0
15.639999999999995,121.29999999999994,69.3,0.0,0.0,2.55,3.09,0,38.7,0.15,0.3506,0,0
15.639999999999995,121.31999999999994,50.7,0.0,0.0,3.78,2.22,0,34.3,0.15,0.1967,0,0
15.639999999999995,121.33999999999992,85.7,0.0,0.0,4.49,3.09,0,31.9,0.15,0.2315,0,0
15.639999999999995,121.35999999999991,63.4,0.0,0.0,5.13,4.83,0,29.9,0.15,-0.0222,0,0
15.639999999999995,121.37999999999992,62.5,0.0,0.0,4.8,6.8,0,30.9,0.15,0.1388,0,0
15.639999999999995,121.39999999999992,77.0,0.0,0.0,3.77,8.85,0,34.3,0.15,0.006,0,0
15.639999999999995,121.41999999999992,60.6,0.0,0.0,3.13,9.26,0,36.6,0.15,0.1216,0,0
15.639999999999995,121.43999999999993,92.5,0.0,0.0,3.12,7.93,0,36.6,0.15,0.4038,0,0
15.639999999999995,121.45999999999992,86.8,0.0,0.0,4.21,7.01,0,32.8,0.15,0.1464,0,0
15.639999999999995,121.4799999999999,56.5,0.0,0.0,4.01,6.67,0,33.5,0.15,0.1585,0,0
15.639999999999995,121.4999999999999,82.1,0.0,0.0,4.47,6.18,0,32.0,0.15,0.1393,0,0
15.639999999999995,121.5199999999999,71.9,0.0,0.0,4.94,4.94,0,30.5,0.15,0.048,0,0
15.639999999999995,121.53999999999988,57.6,0.0,0.0,3.52,4.45,0,35.2,0.15,0.136,0,0
15.639999999999995,121.55999999999987,77.6,0.0,0.0,2.35,4.94,0,39.5,0.15,0.351,0,0
15.639999999999995,121.57999999999988,86.4,0.0,0.0,1.25,6.18,0,44.1,0.15,0.3745,0,0
15.659999999999997,121.25999999999996,83.7,0.0,0.0,0.83,7.01,0,46.0,0.15,1.5,0,0
15.659999999999997,121.27999999999994,69.3,0.0,0.0,0.26,6.17,0,48.7,0.15,0.4641,0,0
15.659999999999997,121.29999999999994,50.7,0.0,0.0,1.08,4.94,0,44.9,0.15,0.6592,0,0
15.659999999999997,121.31999999999994,85.7,0.0,0.0,1.85,4.45,0,41.6,0.15,0.4356,0,0
15.659999999999997,121.33999999999992,63.4,0.0,0.0,2.28,4.94,0,39.8,0.15,0.0803,0,0
15.659999999999997,121.35999999999991,62.5,0.0,0.0,3.37,6.17,0,35.7,0.15,0.4405,0,0
15.659999999999997,121.37999999999992,77.0,0.0,0.0,3.27,7.81,0,36.1,0.15,0.2627,0,0
15.659999999999997,121.39999999999992,60.6,0.0,0.0,1.75,9.26,0,42.0,0.15,0.0557,0,0
15.659999999999997,121.41999999999992,92.5,0.0,0.0,1.12,7.93,0,44.7,0.15,0.4049,0,0
15.659999999999997,121.43999999999993,86.8,0.0,0.0,1.13,7.01,0,44.7,0.15,0.1954,0,0
15.659999999999997,121.45999999999992,56.5,0.0,0.0,2.76,6.67,0,37.9,0.15,0.0499,0,0
15.659999999999997,121.4799999999999,82.1,0.0,0.0,1.79,7.01,0,41.8,0.15,0.3132,0,0
15.659999999999997,121.4999999999999,71.9,0.0,0.0,2.59,6.67,0,38.6,0.15,0.7532,0,0
15.659999999999997,121.5199999999999,57.6,0.0,0.0,2.96,7.01,0,37.2,0.15,0.1099,0,0
15.659999999999997,121.53999999999988,77.6,0.0,0.0,2.41,6.67,0,39.3,0.15,0.2875,0,0
15.659999999999997,121.55999999999987,86.4,0.0,0.0,0.44,7.01,0,47.8,0.15,0.1845,0,0
15.659999999999997,121.57999999999988,64.7,0.0,0.0,1.5,7.93,0,43.0,0.15,0.4103,0,0
15.659999999999997,121.59999999999988,73.2,0.0,0.0,1.96,9.26,0,41.1,0.15,0.2922,0,0
15.679999999999996,121.23999999999997,83.7,0.0,0.0,1.65,9.87,0,42.4,0.15,0.1823,0,0
15.679999999999996,121.25999999999996,69.3,0.0,0.0,2.98,9.15,0,37.1,0.15,0.2948,0,0
15.679999999999996,121.27999999999994,50.7,0.0,0.0,1.9,7.93,0,41.3,0.15,0.3502,0,0
15.679999999999996,121.29999999999994,85.7,0.0,0.0,0.72,7.01,0,46.5,0.15,0.3188,0,0
15.679999999999996,121.31999999999994,63.4,0.0,0.0,0.26,6.67,0,48.7,0.15,0.257,0,0
15.679999999999996,121.33999999999992,62.5,0.0,0.0,0.37,7.01,0,48.2,0.15,0.2569,0,0
15.679999999999996,121.35999999999991,77.0,0.0,0.0,1.56,7.93,0,42.8,0.15,0.2718,0,0
15.679999999999996,121.37999999999992,60.6,0.0,0.0,1.46,9.15,0,43.2,0.15,0.4427,0,0
15.679999999999996,121.39999999999992,92.5,0.0,0.0,0.24,7.81,0,48.8,0.15,0.4679,0,0
15.679999999999996,121.41999999999992,86.8,0.0,0.0,0.59,6.17,0,47.1,0.15,0.2465,0,0
15.679999999999996,121.43999999999993,56.5,0.0,0.0,0.13,4.94,0,49.4,0.15,0.3243,0,0
15.679999999999996,121.45999999999992,82.1,0.0,0.0,1.9,4.45,0,41.3,0.15,0.3835,0,0
15.679999999999996,121.4799999999999,71.9,0.0,0.0,0.33,4.94,0,48.4,0.15,0.1644,0,0
15.679999999999996,121.4999999999999,57.6,0.0,0.0,0.52,4.45,0,47.5,0.15,0.2481,0,0
15.679999999999996,121.5199999999999,77.6,0.0,0.0,1.56,4.94,0,42.8,0.15,0.3516,0,0
15.679999999999996,121.53999999999988,86.4,0.0,0.0,1.71,6.17,0,42.1,0.15,0.1693,0,0
15.679999999999996,121.55999999999987,64.7,0.0,0.0,0.9,7.81,0,45.7,0.15,0.475,0,0
15.679999999999996,121.57999999999988,73.2,0.0,0.0,0.32,9.65,0,48.4,0.15,0.2965,0,0
15.699999999999996,121.19999999999996,68.1,0.0,0.0,1.61,14.04,0,42.6,0.15,0.4575,0,0
15.699999999999996,121.21999999999996,83.7,0.0,0.0,2.85,12.84,0,37.6,0.15,0.2666,0,0
15.699999999999996,121.23999999999997,69.3,0.0,0.0,3.26,11.92,0,36.1,0.15,0.293,0,0
15.699999999999996,121.25999999999996,50.7,0.0,0.0,4.69,10.85,0,31.3,0.15,0.4386,0,0
15.699999999999996,121.27999999999994,85.7,0.0,0.0,3.55,9.26,0,35.1,0.15,0.4094,0,0
15.699999999999996,121.29999999999994,63.4,0.0,0.0,2.56,7.93,0,38.7,0.15,0.4235,0,0
15.699999999999996,121.31999999999994,62.5,0.0,0.0,1.5,7.01,0,43.0,0.15,0.343,0,0
15.699999999999996,121.33999999999992,77.0,0.0,0.0,0.37,6.67,0,48.2,0.15,0.2455,0,0
15.699999999999996,121.35999999999991,60.6,0.0,0.0,0.37,7.01,0,48.2,0.15,0.4349,0,0
15.699999999999996,121.37999999999992,92.5,0.0,0.0,0.39,7.01,0,48.1,0.15,0.5049,0,0
15.699999999999996,121.39999999999992,86.8,0.0,0.0,0.75,6.67,0,46.4,0.15,0.2306,0,0
15.699999999999996,121.41999999999992,56.5,0.0,0.0,2.42,4.82,0,39.3,0.15,0.3199,0,0
15.699999999999996,121.43999999999993,82.1,0.0,0.0,0.97,3.09,0,45.4,0.15,0.4421,0,0
15.699999999999996,121.45999999999992,71.9,0.0,0.0,0.37,2.22,0,48.2,0.15,0.1773,0,0
15.699999999999996,121.4799999999999,57.6,0.0,0.0,0.89,3.09,0,45.7,0.15,0.3279,0,0
15.699999999999996,121.53999999999988,64.7,0.0,0.0,0.08,4.82,0,49.6,0.15,0.3012,0,0
15.699999999999996,121.55999999999987,73.2,0.0,0.0,0.26,6.8,0,48.7,0.15,0.3693,0,0
15.699999999999996,121.57999999999988,54.6,0.0,0.0,1.12,8.85,0,44.7,0.15,0.1619,0,0
15.699999999999996,121.59999999999988,61.0,0.0,0.0,2.79,10.93,0,37.8,0.15,0.4494,0,0
15.719999999999995,121.19999999999996,83.7,0.0,0.0,2.39,15.63,0,39.4,0.15,0.4782,0,0
15.719999999999995,121.21999999999996,69.3,0.0,0.0,3.8,13.59,0,34.2,0.15,0.3397,0,0
15.719999999999995,121.23999999999997,50.7,0.0,0.0,3.36,11.59,0,35.7,0.15,0.2245,0,0
15.719999999999995,121.25999999999996,85.7,0.0,0.0,4.16,9.65,0,33.0,0.15,0.296,0,0
15.719999999999995,121.27999999999994,63.4,0.0,0.0,5.55,7.81,0,28.7,0.15,0.2031,0,0
15.719999999999995,121.29999999999994,62.5,0.0,0.0,4.32,6.17,0,32.5,0.15,0.2775,0,0
15.719999999999995,121.33999999999992,60.6,0.0,0.0,2.54,4.45,0,38.8,0.15,0.375,0,0
15.719999999999995,121.35999999999991,92.5,0.0,0.0,2.48,4.94,0,39.0,0.15,0.2571,0,0
15.719999999999995,121.37999999999992,86.8,0.0,0.0,2.14,4.94,0,40.4,0.15,0.4054,0,0
15.719999999999995,121.39999999999992,56.5,0.0,0.0,1.25,4.45,0,44.1,0.15,0.5473,0,0
15.719999999999995,121.41999999999992,82.1,0.0,0.0,2.11,4.28,0,40.5,0.15,0.4275,0,0
15.719999999999995,121.45999999999992,57.6,0.0,0.0,1.51,0.0,0,43.0,0.58,0.3113,0,7
15.719999999999995,121.4999999999999,70.0,0.0,0.0,0.15,0.0,0,49.3,0.58,0.1293,0,5
15.719999999999995,121.53999999999988,73.2,0.0,0.0,1.41,4.28,0,43.4,0.15,0.2032,0,0
15.719999999999995,121.55999999999987,54.6,0.0,0.0,0.66,6.42,0,46.8,0.15,0.3673,0,0
15.719999999999995,121.57999999999988,61.0,0.0,0.0,2.29,8.56,0,39.8,0.15,0.3165,0,0
15.719999999999995,121.59999999999988,54.3,0.0,0.0,3.44,10.7,0,35.4,0.15,0.2876,0,0
15.719999999999995,121.61999999999988,64.3,0.0,0.0,2.71,12.84,0,38.1,0.15,0.3064,0,0
15.739999999999997,121.11999999999998,63.7,0.0,0.0,0.37,18.91,0,48.2,0.15,0.6886,0,0
15.739999999999997,121.15999999999995,68.1,0.0,0.0,1.54,19.39,0,42.9,0.15,0.6483,0,0
15.739999999999997,121.19999999999996,69.3,0.0,0.0,3.57,15.15,0,35.0,0.15,0.401,0,0
15.739999999999997,121.21999999999996,50.7,0.0,0.0,2.12,13.03,0,40.4,0.15,0.4515,0,0
15.739999999999997,121.23999999999997,85.7,0.0,0.0,1.17,10.93,0,44.5,0.15,0.1757,0,0
15.739999999999997,121.25999999999996,63.4,0.0,0.0,2.72,8.85,0,38.1,0.15,0.3957,0,0
15.739999999999997,121.27999999999994,62.5,0.0,0.0,4.75,6.8,0,31.1,0.15,0.1627,0,0
15.739999999999997,121.29999999999994,77.0,0.0,0.0,4.88,4.82,0,30.7,0.15,0.2509,0,0
15.739999999999997,121.31999999999994,60.6,0.0,0.0,4.48,3.09,0,31.9,0.15,0.3423,0,0
15.739999999999997,121.33999999999992,92.5,0.0,0.0,3.08,2.22,0,36.7,0.15,0.3659,0,0
15.739999999999997,121.35999999999991,86.8,0.0,0.0,1.38,3.09,0,43.6,0.15,0.2632,0,0
15.739999999999997,121.41999999999992,71.9,0.0,0.0,1.11,2.22,0,44.7,0.15,0.3498,0,0
15.739999999999997,121.43999999999993,57.6,0.0,0.0,0.19,3.09,0,49.1,0.15,0.2107,0,0
15.739999999999997,121.45999999999992,77.6,0.0,0.0,0.35,2.22,0,48.3,0.15,0.4975,0,0
15.739999999999997,121.4799999999999,86.4,0.0,0.0,1.24,3.09,0,44.2,0.15,0.4941,0,0
15.739999999999997,121.5199999999999,73.2,0.0,0.0,0.16,3.09,0,49.2,0.15,0.1484,0,0
15.739999999999997,121.53999999999988,54.6,0.0,0.0,0.3,4.82,0,48.5,0.15,0.2325,0,0
15.739999999999997,121.55999999999987,61.0,0.0,0.0,0.44,6.8,0,47.8,0.15,0.0852,0,0
15.739999999999997,121.57999999999988,54.3,0.0,0.0,0.67,8.85,0,46.8,0.15,0.4156,0,0
15.739999999999997,121.59999999999988,64.3,0.0,0.0,1.38,10.93,0,43.6,0.15,0.3454,0,0
15.739999999999997,121.61999999999988,84.3,0.0,0.0,1.49,13.03,0,43.1,0.15,0.3094,0,0
15.759999999999994,121.07999999999998,79.2,0.0,0.0,1.4,15.71,0,43.5,0.15,0.2775,0,0
15.759999999999994,121.17999999999996,69.3,0.0,0.0,2.75,16.84,0,38.0,0.15,0.381,0,0
15.759999999999994,121.19999999999996,50.7,0.0,0.0,1.36,14.98,0,43.6,0.15,0.3476,0,0
15.759999999999994,121.21999999999996,85.7,0.0,0.0,1.23,12.84,0,44.2,0.15,0.4231,0,0
15.759999999999994,121.23999999999997,63.4,0.0,0.0,0.47,10.7,0,47.7,0.15,0.2419,0,0
15.759999999999994,121.25999999999996,62.5,0.0,0.0,2.45,8.56,0,39.1,0.15,0.1806,0,0
15.759999999999994,121.27999999999994,77.0,0.0,0.0,4.18,6.42,0,32.9,0.15,0.2926,0,0
15.759999999999994,121.29999999999994,60.6,0.0,0.0,2.84,4.28,0,37.6,0.15,0.4922,0,0
15.759999999999994,121.31999999999994,92.5,0.0,0.0,2.37,2.14,0,39.4,0.15,0.1564,0,0
15.759999999999994,121.33999999999992,70.0,0.0,0.0,1.64,0.0,0,42.4,0.58,0.0373,0,16
15.759999999999994,121.35999999999991,56.5,0.0,0.0,0.17,2.14,0,49.2,0.15,0.1815,0,0
15.759999999999994,121.37999999999992,82.1,0.0,0.0,1.5,2.14,0,43.0,0.15,0.3123,0,0
15.759999999999994,121.39999999999992,70.0,0.0,0.0,1.27,0.0,0,44.0,0.58,0.604,0,7
15.759999999999994,121.41999999999992,57.6,0.0,0.0,0.41,0.0,0,48.0,0.58,0.5175,0,7
15.759999999999994,121.5199999999999,54.6,0.0,0.0,0.35,4.94,0,48.3,0.15,0.4996,0,0
15.759999999999994,121.59999999999988,84.3,0.0,0.0,0.16,11.59,0,49.2,0.15,0.3199,0,0
15.779999999999994,121.07999999999998,63.7,0.0,0.0,1.26,13.51,0,44.1,0.15,0.5611,0,0
15.779999999999994,121.11999999999998,68.1,0.0,0.0,1.11,14.81,0,44.7,0.15,0.6025,0,0
15.779999999999994,121.17999999999996,50.7,0.0,0.0,1.41,14.81,0,43.4,0.15,0.2859,0,0
15.779999999999994,121.19999999999996,85.7,0.0,0.0,0.21,14.01,0,49.0,0.15,0.3365,0,0
15.779999999999994,121.23999999999997,62.5,0.0,0.0,0.68,10.93,0,46.7,0.15,0.2286,0,0
15.779999999999994,121.25999999999996,77.0,0.0,0.0,2.07,8.84,0,40.7,0.15,0.343,0,0
15.779999999999994,121.27999999999994,60.6,0.0,0.0,1.95,6.79,0,41.1,0.15,0.4058,0,0
15.779999999999994,121.29999999999994,92.5,0.0,0.0,1.42,4.82,0,43.4,0.15,0.309,0,0
15.779999999999994,121.33999999999992,56.5,0.0,0.0,0.17,2.22,0,49.2,0.15,0.6957,0,0
15.779999999999994,121.35999999999991,82.1,0.0,0.0,0.79,3.09,0,46.2,0.15,0.8323,0,0
15.779999999999994,121.37999999999992,71.9,0.0,0.0,2.13,3.09,0,40.4,0.15,0.1257,0,0
15.779999999999994,121.39999999999992,57.6,0.0,0.0,2.68,2.22,0,38.2,0.15,0.3935,0,0
15.779999999999994,121.41999999999992,77.6,0.0,0.0,1.49,2.22,0,43.1,0.15,0.4433,0,0
15.779999999999994,121.45999999999992,64.7,0.0,0.0,0.98,4.82,0,45.3,0.15,0.1932,0,0
15.779999999999994,121.4999999999999,54.6,0.0,0.0,0.31,6.67,0,48.5,0.15,0.2585,0,0
15.799999999999994,121.06,63.7,0.0,0.0,0.37,11.12,0,48.2,0.15,0.5895,0,0
15.799999999999994,121.07999999999998,76.9,0.0,0.0,0.31,11.32,0,48.5,0.15,0.399,0,0
15.799999999999994,121.09999999999998,68.1,0.0,0.0,0.91,11.91,0,45.7,0.15,0.4321,0,0
15.799999999999994,121.11999999999998,83.7,0.0,0.0,0.45,12.84,0,47.8,0.15,0.3935,0,0
15.799999999999994,121.15999999999995,50.7,0.0,0.0,0.28,14.03,0,48.6,0.15,0.3278,0,0
15.799999999999994,121.19999999999996,63.4,0.0,0.0,1.88,11.91,0,41.4,0.15,0.2168,0,0
15.799999999999994,121.23999999999997,77.0,0.0,0.0,0.72,11.12,0,46.5,0.15,0.4102,0,0
15.799999999999994,121.27999999999994,92.5,0.0,0.0,0.29,7.81,0,48.6,0.15,0.1712,0,0
15.799999999999994,121.31999999999994,56.5,0.0,0.0,0.5,4.94,0,47.6,0.15,0.1331,0,0
15.799999999999994,121.35999999999991,71.9,0.0,0.0,2.31,4.94,0,39.7,0.15,0.2363,0,0
