lat,lon,tree_cover_2000_pct,elevation_m,slope_deg,dist_to_road_km,dist_to_deforestation_frontier_km,protected_area,population_density_per_km2,annual_loss_rate_pct,exg_change_2018_2019,high_risk,loss_year
8.559999999999999,117.37999999999997,66.5,0.0,0.0,140.37,2.22,0,0.0,0.38,0.2565,0,0
8.559999999999999,117.45999999999997,85.0,0.0,0.0,134.63,4.96,0,0.0,0.38,0.2257,0,0
8.579999999999998,117.28,93.2,0.0,0.0,146.41,2.2,0,0.0,0.38,0.3148,0,0
8.579999999999998,117.29999999999998,48.9,0.0,0.0,144.84,0.0,0,0.0,1.54,0.4357,0,17
8.579999999999998,117.31999999999998,78.2,0.0,0.0,143.29,2.2,0,0.0,0.38,0.1386,0,0
8.579999999999998,117.33999999999996,79.9,0.0,0.0,141.75,2.22,0,0.0,0.38,0.4955,0,0
8.579999999999998,117.35999999999996,66.5,0.0,0.0,140.23,3.13,0,0.0,0.38,0.346,0,0
8.579999999999998,117.37999999999997,79.7,0.0,0.0,138.73,4.45,0,0.0,0.38,0.3113,0,0
8.579999999999998,117.49999999999994,76.9,0.0,0.0,130.13,2.2,0,0.0,0.38,0.2618,0,0
8.579999999999998,117.51999999999994,51.2,0.0,0.0,128.77,0.0,0,0.0,1.54,0.0686,1,18
8.579999999999998,117.53999999999994,87.5,0.0,0.0,127.44,2.2,0,0.0,0.38,0.2458,0,0
8.599999999999998,117.26,94.6,0.0,0.0,146.48,4.4,0,0.0,0.38,0.3274,0,0
8.599999999999998,117.28,48.9,0.0,0.0,144.87,2.2,0,0.0,0.38,0.2883,0,0
8.599999999999998,117.29999999999998,70.0,0.0,0.0,143.29,0.0,0,0.0,1.54,0.5659,0,9
8.599999999999998,117.31999999999998,70.0,0.0,0.0,141.72,0.0,0,0.0,1.54,0.4438,0,16
8.599999999999998,117.33999999999996,66.5,0.0,0.0,140.16,2.2,0,0.0,0.38,0.3971,0,0
8.599999999999998,117.35999999999996,79.7,0.0,0.0,138.62,3.13,0,0.0,0.38,0.4322,0,0
8.599999999999998,117.37999999999997,94.4,0.0,0.0,137.1,4.93,0,0.0,0.38,0.2164,0,0
8.599999999999998,117.47999999999996,76.9,0.0,0.0,129.8,4.93,0,0.0,0.38,0.3734,0,0
8.599999999999998,117.49999999999994,51.2,0.0,0.0,128.4,3.13,0,0.0,0.38,0.2182,0,0
8.599999999999998,117.51999999999994,87.5,0.0,0.0,127.02,2.2,0,0.0,0.38,0.34,0,0
8.599999999999998,117.53999999999994,62.4,0.0,0.0,125.67,0.0,0,0.0,1.54,-0.0132,1,20
8.619999999999997,117.28,78.2,0.0,0.0,143.35,2.2,0,0.0,0.38,1.4088,0,0
8.619999999999997,117.29999999999998,70.0,0.0,0.0,141.75,0.0,0,0.0,1.54,0.0303,1,19
8.619999999999997,117.31999999999998,66.5,0.0,0.0,140.16,0.0,0,0.0,1.54,0.2952,0,14
8.619999999999997,117.33999999999996,70.0,0.0,0.0,138.59,0.0,0,0.0,1.54,0.5982,0,15
8.619999999999997,117.35999999999996,94.4,0.0,0.0,137.03,2.2,0,0.0,0.38,0.5415,0,0
8.619999999999997,117.37999999999997,75.2,0.0,0.0,135.5,4.4,0,0.0,0.38,0.3992,0,0
8.619999999999997,117.39999999999996,85.0,0.0,0.0,133.98,2.2,0,0.0,0.38,0.2458,0,0
8.619999999999997,117.41999999999996,52.7,0.0,0.0,132.48,0.0,0,0.0,1.54,-0.0999,0,14
8.619999999999997,117.47999999999996,51.2,0.0,0.0,128.1,3.13,0,0.0,0.38,0.3989,0,0
8.619999999999997,117.49999999999994,87.5,0.0,0.0,126.68,4.93,0,0.0,0.38,0.197,0,0
8.619999999999997,117.51999999999994,62.4,0.0,0.0,125.29,3.13,0,0.0,0.38,0.1033,0,0
8.639999999999997,117.29999999999998,66.5,0.0,0.0,140.23,0.0,0,0.0,1.54,0.3181,0,5
8.639999999999997,117.31999999999998,79.7,0.0,0.0,138.62,2.2,0,0.0,0.38,0.3694,0,0
8.639999999999997,117.33999999999996,70.0,0.0,0.0,137.03,0.0,0,0.0,1.54,0.6296,0,16
8.639999999999997,117.35999999999996,75.2,0.0,0.0,135.46,2.2,0,0.0,0.38,0.7542,0,0
8.639999999999997,117.37999999999997,85.0,0.0,0.0,133.91,4.4,0,0.0,0.38,0.4938,0,0
8.639999999999997,117.39999999999996,52.7,0.0,0.0,132.37,3.13,0,0.0,0.38,0.3081,0,0
8.639999999999997,117.41999999999996,81.1,0.0,0.0,130.85,2.22,0,0.0,0.38,0.4991,0,0
8.639999999999997,117.45999999999997,51.2,0.0,0.0,127.87,0.0,0,0.0,1.54,0.2327,0,17
8.639999999999997,117.47999999999996,87.5,0.0,0.0,126.42,2.2,0,0.0,0.38,0.1243,0,0
8.639999999999997,117.51999999999994,79.9,0.0,0.0,123.57,3.13,0,0.0,0.38,0.2037,0,0
8.659999999999997,117.31999999999998,94.4,0.0,0.0,137.11,2.2,0,0.0,0.38,0.5143,0,0
8.659999999999997,117.33999999999996,70.0,0.0,0.0,135.5,0.0,0,0.0,1.54,0.4989,0,1
8.659999999999997,117.35999999999996,85.0,0.0,0.0,133.91,2.2,0,0.0,0.38,0.3278,0,0
8.659999999999997,117.37999999999997,52.7,0.0,0.0,132.33,2.22,0,0.0,0.38,0.199,0,0
8.659999999999997,117.39999999999996,81.1,0.0,0.0,130.78,2.22,0,0.0,0.38,0.7561,0,0
8.659999999999997,117.41999999999996,76.9,0.0,0.0,129.24,3.13,0,0.0,0.38,0.2178,0,0
8.659999999999997,117.43999999999996,51.2,0.0,0.0,127.72,3.13,0,0.0,0.38,0.6818,0,0
8.659999999999997,117.47999999999996,62.4,0.0,0.0,124.75,0.0,0,0.0,1.54,0.1874,0,16
8.659999999999997,117.49999999999994,79.9,0.0,0.0,123.29,2.2,0,0.0,0.38,0.3708,0,0
8.659999999999997,117.53999999999994,70.0,0.0,0.0,120.45,0.0,0,0.0,1.54,0.228,0,10
8.659999999999997,117.61999999999992,66.5,0.0,0.0,115.06,7.02,0,0.0,0.38,0.1385,0,0
8.679999999999996,117.33999999999996,70.0,0.0,0.0,133.98,0.0,0,0.0,1.54,0.8914,1,21
8.679999999999996,117.35999999999996,52.7,0.0,0.0,132.37,2.2,0,0.0,0.38,1.2338,0,0
8.679999999999996,117.37999999999997,70.0,0.0,0.0,130.78,0.0,0,0.0,1.54,0.3471,0,17
8.679999999999996,117.39999999999996,70.0,0.0,0.0,129.21,0.0,0,0.0,1.54,0.4265,0,14
8.679999999999996,117.41999999999996,51.2,0.0,0.0,127.65,2.2,0,0.0,0.38,0.2553,0,0
8.679999999999996,117.43999999999996,87.5,0.0,0.0,126.11,2.2,0,0.0,0.38,0.2443,0,0
8.679999999999996,117.45999999999997,62.4,0.0,0.0,124.6,0.0,0,0.0,1.54,0.1029,0,17
8.679999999999996,117.47999999999996,79.9,0.0,0.0,123.1,2.2,0,0.0,0.38,0.6111,0,0
8.679999999999996,117.49999999999994,57.6,0.0,0.0,121.63,0.0,0,0.0,1.54,0.4703,0,17
8.679999999999996,117.51999999999994,94.0,0.0,0.0,120.17,2.2,0,0.0,0.38,0.4254,0,0
8.679999999999996,117.53999999999994,70.0,0.0,0.0,118.74,0.0,0,0.0,1.54,0.1908,0,16
8.679999999999996,117.61999999999992,73.6,0.0,0.0,113.27,4.96,0,0.0,0.38,0.2654,0,0
8.699999999999996,117.33999999999996,52.7,0.0,0.0,132.49,2.22,0,0.0,0.38,0.419,0,0
8.699999999999996,117.37999999999997,70.0,0.0,0.0,129.25,0.0,0,0.0,1.54,0.1591,0,16
8.699999999999996,117.39999999999996,51.2,0.0,0.0,127.65,0.0,0,0.0,1.54,0.0235,0,15
8.699999999999996,117.41999999999996,87.5,0.0,0.0,126.08,2.2,0,0.0,0.38,0.3566,0,0
8.699999999999996,117.43999999999996,62.4,0.0,0.0,124.52,2.2,0,0.0,0.38,0.4714,0,0
8.699999999999996,117.45999999999997,70.0,0.0,0.0,122.99,0.0,0,0.0,1.54,0.3421,0,9
8.699999999999996,117.47999999999996,57.6,0.0,0.0,121.47,2.2,0,0.0,0.38,0.3344,0,0
8.699999999999996,117.49999999999994,94.0,0.0,0.0,119.98,2.22,0,0.0,0.38,0.4202,0,0
8.699999999999996,117.51999999999994,87.3,0.0,0.0,118.5,2.22,0,0.0,0.38,0.1931,0,0
8.699999999999996,117.53999999999994,49.6,0.0,0.0,117.05,2.2,0,0.0,0.38,0.0063,0,0
8.699999999999996,117.55999999999992,70.0,0.0,0.0,115.63,0.0,0,0.0,1.54,0.0013,1,18
8.699999999999996,117.57999999999991,66.5,0.0,0.0,114.22,2.2,0,0.0,0.38,0.3867,0,0
8.699999999999996,117.59999999999992,73.6,0.0,0.0,112.85,2.22,0,0.0,0.38,0.7045,0,0
8.699999999999996,117.67999999999992,82.4,0.0,0.0,107.61,4.93,0,0.0,0.38,0.0785,0,0
8.719999999999995,117.35999999999996,76.9,0.0,0.0,129.36,3.13,0,0.0,0.38,0.2381,0,0
8.719999999999995,117.37999999999997,51.2,0.0,0.0,127.73,2.2,0,0.0,0.38,0.2677,0,0
8.719999999999995,117.39999999999996,70.0,0.0,0.0,126.12,0.0,0,0.0,1.54,0.3027,0,2
8.719999999999995,117.41999999999996,62.4,0.0,0.0,124.53,0.0,0,0.0,1.54,0.3982,0,17
8.719999999999995,117.43999999999996,79.9,0.0,0.0,122.95,2.2,0,0.0,0.38,0.5588,0,0
8.719999999999995,117.45999999999997,57.6,0.0,0.0,121.4,0.0,0,0.0,1.54,0.2513,0,16
8.719999999999995,117.47999999999996,70.0,0.0,0.0,119.86,0.0,0,0.0,1.54,0.6575,0,17
8.719999999999995,117.49999999999994,87.3,0.0,0.0,118.35,2.2,0,0.0,0.38,0.4567,0,0
8.719999999999995,117.51999999999994,49.6,0.0,0.0,116.85,0.0,0,0.0,1.54,0.3791,0,10
8.719999999999995,117.53999999999994,82.3,0.0,0.0,115.38,2.2,0,0.0,0.38,0.6627,0,0
8.719999999999995,117.55999999999992,66.5,0.0,0.0,113.93,2.22,0,0.0,0.38,0.463,0,0
8.719999999999995,117.57999999999991,73.6,0.0,0.0,112.51,2.2,0,0.0,0.38,0.2018,0,0
8.719999999999995,117.59999999999992,47.2,0.0,0.0,111.11,0.0,0,0.0,1.54,0.0897,0,14
8.719999999999995,117.61999999999992,48.4,0.0,0.0,109.74,2.2,0,0.0,0.38,0.5903,0,0
8.719999999999995,117.65999999999993,82.4,0.0,0.0,107.08,3.13,0,0.0,0.38,0.6832,0,0
8.719999999999995,117.7199999999999,70.0,0.0,0.0,103.3,0.0,0,0.0,1.54,0.2698,0,15
8.719999999999995,117.75999999999988,64.8,0.0,0.0,100.95,4.4,0,0.0,0.38,0.097,0,0
8.739999999999995,117.37999999999997,70.0,0.0,0.0,126.24,0.0,0,0.0,1.54,0.2329,0,8
8.739999999999995,117.41999999999996,79.9,0.0,0.0,123.0,2.22,0,0.0,0.38,0.3837,0,0
8.739999999999995,117.43999999999996,57.6,0.0,0.0,121.4,3.13,0,0.0,0.38,0.4271,0,0
8.739999999999995,117.45999999999997,94.0,0.0,0.0,119.83,2.2,0,0.0,0.38,0.465,0,0
8.739999999999995,117.47999999999996,70.0,0.0,0.0,118.27,0.0,0,0.0,1.54,0.339,0,9
8.739999999999995,117.49999999999994,49.6,0.0,0.0,116.73,0.0,0,0.0,1.54,0.4432,1,20
8.739999999999995,117.51999999999994,82.3,0.0,0.0,115.22,2.2,0,0.0,0.38,0.6353,0,0
8.739999999999995,117.53999999999994,66.5,0.0,0.0,113.73,3.13,0,0.0,0.38,0.4797,0,0
8.739999999999995,117.55999999999992,73.6,0.0,0.0,112.26,2.2,0,0.0,0.38,0.3492,0,0
8.739999999999995,117.57999999999991,47.2,0.0,0.0,110.81,0.0,0,0.0,1.54,0.6342,0,9
8.739999999999995,117.59999999999992,48.4,0.0,0.0,109.39,2.2,0,0.0,0.38,0.44,0,0
8.739999999999995,117.61999999999992,74.5,0.0,0.0,108.0,2.2,0,0.0,0.38,0.3267,0,0
8.739999999999995,117.63999999999992,70.0,0.0,0.0,106.63,0.0,0,0.0,1.54,0.1967,1,22
8.739999999999995,117.65999999999993,78.8,0.0,0.0,105.29,2.2,0,0.0,0.38,0.3843,0,0
8.739999999999995,117.67999999999992,51.5,0.0,0.0,103.98,4.4,0,0.0,0.38,0.5137,0,0
8.739999999999995,117.6999999999999,94.0,0.0,0.0,102.7,3.13,0,0.0,0.38,0.3043,0,0
8.759999999999994,117.43999999999996,94.0,0.0,0.0,119.87,4.4,0,0.0,0.38,0.178,0,0
8.759999999999994,117.45999999999997,87.3,0.0,0.0,118.28,2.2,0,0.0,0.38,0.1064,0,0
8.759999999999994,117.47999999999996,49.6,0.0,0.0,116.7,0.0,0,0.0,1.54,0.7142,1,20
8.759999999999994,117.49999999999994,70.0,0.0,0.0,115.14,0.0,0,0.0,1.54,0.6007,1,21
8.759999999999994,117.51999999999994,66.5,0.0,0.0,113.61,2.2,0,0.0,0.38,0.6796,0,0
8.759999999999994,117.53999999999994,73.6,0.0,0.0,112.09,2.2,0,0.0,0.38,0.3724,0,0
8.759999999999994,117.55999999999992,47.2,0.0,0.0,110.6,0.0,0,0.0,1.54,0.4117,1,21
8.759999999999994,117.57999999999991,48.4,0.0,0.0,109.14,2.2,0,0.0,0.38,0.5549,0,0
8.759999999999994,117.59999999999992,74.5,0.0,0.0,107.69,3.13,0,0.0,0.38,0.5043,0,0
8.759999999999994,117.61999999999992,82.4,0.0,0.0,106.28,3.13,0,0.0,0.38,0.5806,0,0
8.759999999999994,117.63999999999992,78.8,0.0,0.0,104.89,2.22,0,0.0,0.38,0.4555,0,0
8.759999999999994,117.65999999999993,51.5,0.0,0.0,103.53,3.13,0,0.0,0.38,0.3576,0,0
8.759999999999994,117.67999999999992,94.0,0.0,0.0,102.19,4.93,0,0.0,0.38,0.6358,0,0
8.759999999999994,117.6999999999999,46.1,0.0,0.0,100.89,4.96,0,0.0,0.38,0.134,0,0
8.759999999999994,117.7199999999999,64.8,0.0,0.0,99.62,4.45,0,0.0,0.38,0.3313,0,0
8.759999999999994,117.7399999999999,67.5,0.0,0.0,98.38,4.96,0,0.0,0.38,0.3024,0,0
8.759999999999994,117.77999999999987,79.1,0.0,0.0,96.01,7.02,0,0.0,0.38,0.2276,0,0
8.759999999999994,117.79999999999988,87.1,0.0,0.0,94.88,7.99,0,0.0,0.38,0.1235,0,0
8.779999999999994,117.43999999999996,87.3,0.0,0.0,118.37,4.4,0,0.0,0.38,0.3841,0,0
8.779999999999994,117.45999999999997,49.6,0.0,0.0,116.75,2.2,0,0.0,0.38,0.0705,0,0
8.779999999999994,117.47999999999996,70.0,0.0,0.0,115.15,0.0,0,0.0,1.54,0.7467,0,12
8.779999999999994,117.49999999999994,66.5,0.0,0.0,113.57,0.0,0,0.0,1.54,0.2516,1,22
8.779999999999994,117.51999999999994,73.6,0.0,0.0,112.02,2.2,0,0.0,0.38,0.3503,0,0
8.779999999999994,117.53999999999994,47.2,0.0,0.0,110.48,3.13,0,0.0,0.38,0.4675,0,0
8.779999999999994,117.55999999999992,48.4,0.0,0.0,108.97,2.22,0,0.0,0.38,0.4359,0,0
8.779999999999994,117.57999999999991,74.5,0.0,0.0,107.48,3.13,0,0.0,0.38,0.4094,0,0
8.779999999999994,117.59999999999992,82.4,0.0,0.0,106.02,4.93,0,0.0,0.38,0.2859,0,0
8.779999999999994,117.61999999999992,78.8,0.0,0.0,104.58,4.96,0,0.0,0.38,0.2067,0,0
8.779999999999994,117.63999999999992,51.5,0.0,0.0,103.16,4.45,0,0.0,0.38,0.2494,0,0
8.779999999999994,117.65999999999993,94.0,0.0,0.0,101.78,4.96,0,0.0,0.38,0.3406,0,0
8.779999999999994,117.67999999999992,46.1,0.0,0.0,100.42,6.25,0,0.0,0.38,0.4393,0,0
8.779999999999994,117.6999999999999,64.8,0.0,0.0,99.1,6.25,0,0.0,0.38,0.212,0,0
8.779999999999994,117.77999999999987,87.1,0.0,0.0,94.12,4.96,0,0.0,0.38,0.3691,0,0
8.779999999999994,117.79999999999988,45.5,0.0,0.0,92.97,6.25,0,0.0,0.38,0.2579,0,0
8.779999999999994,117.81999999999988,51.2,0.0,0.0,91.85,7.95,0,0.0,0.38,0.3315,0,0
8.799999999999994,117.43999999999996,49.6,0.0,0.0,116.88,4.93,0,0.0,0.38,0.3776,0,0
8.799999999999994,117.47999999999996,66.5,0.0,0.0,113.63,2.22,0,0.0,0.38,0.1847,0,0
8.799999999999994,117.49999999999994,73.6,0.0,0.0,112.03,2.22,0,0.0,0.38,0.33,0,0
8.799999999999994,117.51999999999994,47.2,0.0,0.0,110.45,3.13,0,0.0,0.38,0.3418,0,0
8.799999999999994,117.53999999999994,48.4,0.0,0.0,108.89,2.22,0,0.0,0.38,0.1873,0,0
8.799999999999994,117.55999999999992,74.5,0.0,0.0,107.36,2.22,0,0.0,0.38,0.7076,0,0
8.799999999999994,117.59999999999992,78.8,0.0,0.0,104.36,4.93,0,0.0,0.38,0.4257,0,0
8.799999999999994,117.61999999999992,51.5,0.0,0.0,102.89,6.67,0,0.0,0.38,0.5342,0,0
8.799999999999994,117.63999999999992,94.0,0.0,0.0,101.46,6.67,0,0.0,0.38,0.3672,0,0
8.799999999999994,117.65999999999993,46.1,0.0,0.0,100.05,7.02,0,0.0,0.38,0.2755,0,0
8.799999999999994,117.67999999999992,64.8,0.0,0.0,98.67,6.96,0,0.0,0.38,0.2922,0,0
8.799999999999994,117.6999999999999,67.5,0.0,0.0,97.32,4.93,0,0.0,0.38,0.3614,0,0
8.799999999999994,117.7199999999999,75.4,0.0,0.0,96.0,3.13,0,0.0,0.38,0.5322,0,0
8.799999999999994,117.7399999999999,79.1,0.0,0.0,94.72,2.22,0,0.0,0.38,1.0094,0,0
8.799999999999994,117.75999999999988,87.1,0.0,0.0,93.47,2.22,0,0.0,0.38,0.9704,0,0
8.799999999999994,117.77999999999987,45.5,0.0,0.0,92.25,3.13,0,0.0,0.38,0.471,0,0
8.799999999999994,117.79999999999988,51.2,0.0,0.0,91.07,4.93,0,0.0,0.38,0.4021,0,0
8.799999999999994,117.85999999999989,86.4,0.0,0.0,87.77,9.38,0,0.0,0.38,0.1788,0,0
8.819999999999993,117.45999999999997,66.5,0.0,0.0,113.76,3.13,0,0.0,0.38,0.3874,0,0
8.819999999999993,117.49999999999994,47.2,0.0,0.0,110.5,3.13,0,0.0,0.38,0.6543,0,0
8.819999999999993,117.51999999999994,48.4,0.0,0.0,108.9,2.2,0,0.0,0.38,0.3906,0,0
8.819999999999993,117.53999999999994,70.0,0.0,0.0,107.32,0.0,0,0.0,1.54,0.605,0,16
8.819999999999993,117.55999999999992,70.0,0.0,0.0,105.76,0.0,0,0.0,1.54,0.5759,0,7
8.819999999999993,117.57999999999991,78.8,0.0,0.0,104.23,2.2,0,0.0,0.38,0.6045,0,0
8.819999999999993,117.59999999999992,51.5,0.0,0.0,102.72,4.4,0,0.0,0.38,1.0009,0,0
8.819999999999993,117.61999999999992,94.0,0.0,0.0,101.23,4.45,0,0.0,0.38,0.4956,0,0
8.819999999999993,117.63999999999992,46.1,0.0,0.0,99.77,4.96,0,0.0,0.38,0.3615,0,0
8.819999999999993,117.65999999999993,64.8,0.0,0.0,98.34,6.25,0,0.0,0.38,0.2457,0,0
8.819999999999993,117.67999999999992,67.5,0.0,0.0,96.94,6.59,0,0.0,0.38,0.0208,0,0
8.819999999999993,117.6999999999999,75.4,0.0,0.0,95.56,4.4,0,0.0,0.38,0.4157,0,0
8.819999999999993,117.7199999999999,79.1,0.0,0.0,94.22,2.2,0,0.0,0.38,0.5329,0,0
8.819999999999993,117.7399999999999,70.0,0.0,0.0,92.91,0.0,0,0.0,1.54,0.5333,1,18
8.819999999999993,117.75999999999988,45.5,0.0,0.0,91.63,0.0,0,0.0,1.54,0.6244,1,19
8.819999999999993,117.77999999999987,51.2,0.0,0.0,90.39,2.2,0,0.0,0.38,0.3007,0,0
8.819999999999993,117.83999999999988,86.4,0.0,0.0,86.9,6.25,0,0.0,0.38,0.169,0,0
8.819999999999993,117.85999999999989,58.1,0.0,0.0,85.81,7.95,0,0.0,0.38,0.1147,0,0
8.839999999999993,117.47999999999996,47.2,0.0,0.0,110.64,0.0,0,0.0,1.54,0.3078,0,14
8.839999999999993,117.51999999999994,74.5,0.0,0.0,107.38,3.13,0,0.0,0.38,0.8095,0,0
8.839999999999993,117.53999999999994,82.4,0.0,0.0,105.78,2.22,0,0.0,0.38,0.2577,0,0
8.839999999999993,117.55999999999992,78.8,0.0,0.0,104.2,2.22,0,0.0,0.38,0.2057,0,0
8.839999999999993,117.57999999999991,51.5,0.0,0.0,102.64,3.13,0,0.0,0.38,0.6014,0,0
8.839999999999993,117.59999999999992,94.0,0.0,0.0,101.1,3.13,0,0.0,0.38,0.3613,0,0
8.839999999999993,117.61999999999992,46.1,0.0,0.0,99.59,2.22,0,0.0,0.38,0.546,0,0
8.839999999999993,117.63999999999992,64.8,0.0,0.0,98.11,3.13,0,0.0,0.38,0.3847,0,0
8.839999999999993,117.67999999999992,75.4,0.0,0.0,95.22,6.96,0,0.0,0.38,0.2188,0,0
8.839999999999993,117.6999999999999,79.1,0.0,0.0,93.83,4.93,0,0.0,0.38,0.4499,0,0
8.839999999999993,117.7199999999999,87.1,0.0,0.0,92.46,3.13,0,0.0,0.38,0.4878,0,0
8.839999999999993,117.7399999999999,45.5,0.0,0.0,91.12,2.22,0,0.0,0.38,0.5156,0,0
8.839999999999993,117.75999999999988,51.2,0.0,0.0,89.82,2.22,0,0.0,0.38,0.2269,0,0
8.839999999999993,117.79999999999988,60.0,0.0,0.0,87.32,2.22,0,0.0,0.38,0.2917,0,0
8.839999999999993,117.81999999999988,86.4,0.0,0.0,86.13,3.13,0,0.0,0.38,0.2882,0,0
8.839999999999993,117.83999999999988,58.1,0.0,0.0,84.98,4.93,0,0.0,0.38,0.2026,0,0
8.839999999999993,117.85999999999989,45.3,0.0,0.0,83.87,6.96,0,0.0,0.38,0.3571,0,0
8.839999999999993,117.89999999999986,81.3,0.0,0.0,81.79,7.02,0,0.0,0.38,0.3496,0,0
8.859999999999992,117.49999999999994,74.5,0.0,0.0,107.53,3.13,0,0.0,0.38,0.913,0,0
8.859999999999992,117.53999999999994,70.0,0.0,0.0,104.26,0.0,0,0.0,1.54,0.5981,1,18
8.859999999999992,117.55999999999992,51.5,0.0,0.0,102.65,0.0,0,0.0,1.54,0.4828,0,17
8.859999999999992,117.57999999999991,94.0,0.0,0.0,101.07,2.2,0,0.0,0.38,0.4802,0,0
8.859999999999992,117.59999999999992,46.1,0.0,0.0,99.51,2.2,0,0.0,0.38,0.49,0,0
8.859999999999992,117.61999999999992,64.8,0.0,0.0,97.98,0.0,0,0.0,1.54,0.6806,0,10
8.859999999999992,117.63999999999992,67.5,0.0,0.0,96.47,2.2,0,0.0,0.38,0.3077,0,0
8.859999999999992,117.65999999999993,75.4,0.0,0.0,94.99,4.39,0,0.0,0.38,0.4749,0,0
8.859999999999992,117.67999999999992,79.1,0.0,0.0,93.53,4.96,0,0.0,0.38,0.2857,0,0
8.859999999999992,117.6999999999999,87.1,0.0,0.0,92.11,4.45,0,0.0,0.38,0.2017,0,0
8.859999999999992,117.7199999999999,45.5,0.0,0.0,90.71,4.39,0,0.0,0.38,0.5128,0,0
8.859999999999992,117.7399999999999,51.2,0.0,0.0,89.35,2.2,0,0.0,0.38,0.7088,0,0
8.859999999999992,117.75999999999988,68.2,0.0,0.0,88.03,0.0,0,0.0,1.54,0.1785,1,19
8.859999999999992,117.77999999999987,60.0,0.0,0.0,86.73,2.2,0,0.0,0.38,0.1576,0,0
8.859999999999992,117.79999999999988,70.0,0.0,0.0,85.48,0.0,0,0.0,1.54,0.1092,0,3
8.859999999999992,117.81999999999988,58.1,0.0,0.0,84.26,2.2,0,0.0,0.38,0.2233,0,0
